Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Record Count,Record Count,Month-Year
,,Detained and Released,SAT,,,,PFA,,,,,,,,-,Shots Fired,SHOTS FIRED,,,,,353581,North Precinct,7,,841517936,1371880,Hispanic,Male,No,23,1370000000000000,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Jul-17
,II,,Sunday,,,,FD - animal agg.,FD - animal agg.,FD - animal agg.,FD - animal agg.,,,,,1200-1759,Assist,FIRE RELATED,,,,No weapon (unarmed),1090651,East Precinct,7,,788529285,3731455,,,,,7890000000000000,Aggressive,Aggressive,Aggressive,Aggressive,,,,,Dispatched,,,,1,1,Oct-18
,II,Arrest-Felony,Sunday,,,,CEW,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,,,232271,East Precinct,2,,307539720,614084,White,Male,Yes,43,308153804,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,Nov-19
,II,Arrest-Felony,Sunday,,,,CEW,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),571001,Central Precinct,2,,1002519837,523964,Black,Male,Yes,28,5240000000000000,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Dec-17
,II,Arrest-Felony,Sunday,,,,CEW,CEW,Baton - pry,Resisted HC,Hobble,Control Against Resistance,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),809721,Central Precinct,5,,1002519837,523964,Black,Male,Yes,28,5240000000000000,Aggressive,Aggressive,Active,Active,Active,Active,,,Dispatched,,Yes,,1,1,Dec-17
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),327581,Central Precinct,3,,1002519837,523964,Black,Male,Yes,28,5240000000000000,Active,,,,,,,,Dispatched,,Yes,,1,1,Dec-17
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),884731,Central Precinct,5,,1002519837,523964,Black,Male,Yes,28,5240000000000000,Active,,,,,,,,Dispatched,,Yes,,1,1,Dec-17
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),650810,Central Precinct,14,,1002519837,523964,Black,Male,Yes,28,5240000000000000,Active,,,,,,,,Dispatched,,Yes,,1,1,Dec-17
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Resisted HC,Control Against Resistance,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,Needle / Spit / Bodily Fluids,,713512,Central Precinct,0,Pepper spray,12555768,607350,White,Female,No,23,13163118,Active,Active,Aggressive,,,,,,Dispatched,,,,1,1,Jan-21
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Strikes/kicks,CEW,CEW,CEW,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,Needle / Spit / Bodily Fluids,,427191,East Precinct,3,,841556506,442661,Hispanic,Male,No,26,841999167,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,,,,Dispatched,Yes,,,1,1,Mar-21
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Takedown (II and III),Strikes/kicks,Strikes/kicks,Strikes/kicks,Resisted HC,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,Needle / Spit / Bodily Fluids,,239271,East Precinct,3,,841556506,442661,Hispanic,Male,No,26,841999167,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Active,,,Dispatched,Yes,,,1,1,Mar-21
,II,Arrest-Felony,Sunday,,,,K9,,,,,,,,0000-0559,Stolen Vehicle,ROLLING STOLEN *H,,,,No weapon (unarmed),757219,TOD,19,,913537047,470595,White,Male,Yes,26,914007642,Active,,,,,,,,Dispatched,,,,1,1,Apr-19
,II,Arrest-Felony,Sunday,,,,K9,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,,,784419,K9,17,,307539720,614084,White,Male,Yes,43,308153804,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,Nov-19
,II,Arrest-Felony,Sunday,,,,K9,,,,,,,,0600-1159,Stolen Vehicle,VEHICLE STOLEN - COLD,,,,No weapon (unarmed),784419,K9,16,,390525901,3732543,White,Female,Yes,27,3730000000000000,Active,,,,,,,,Dispatched,,,,1,1,Feb-18
,II,Arrest-Felony,Sunday,,,,Less Lethal,,,,,,,,1200-1759,Restraining Order Violation,RESTRAINING ORDER VIOLATION - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,,,751121,East Precinct,4,,617557214,521582,Black,Male,Yes,25,618078796,Aggressive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Jun-21
,II,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,,,269171,East Precinct,2,,307539720,614084,White,Male,Yes,43,308153804,Aggressive,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,Nov-19
,II,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0600-1159,Stolen Vehicle,VEHICLE STOLEN - COLD,,,,No weapon (unarmed),571001,Central Precinct,2,,390525901,3732543,White,Female,Yes,27,3730000000000000,Active,,,,,,,,Dispatched,,,,1,1,Feb-18
,II,Arrest-Felony,Sunday,,,,PFA,Control Against Resistance,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,,,717111,East Precinct,3,,307539720,614084,White,Male,Yes,43,308153804,Aggressive,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Nov-19
,II,Arrest-Felony,Sunday,,,,Resisted HC,CEW,CEW,CEW,CEW,CEW,,,-,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),809721,Central Precinct,5,,618519984,268548,White,Male,Yes,34,269000000000000,Active,Aggressive,Aggressive,Aggressive,Aggressive,Active,,,Self-Initiated,,Yes,,1,1,Dec-17
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Robbery,ROBBERY - COLD,,,,No weapon (unarmed),910631,North Precinct,7,,924519757,3816028,Black,Male,No,14,3820000000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Dec-17
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Robbery,ROBBERY - COLD,,,,No weapon (unarmed),552100,North Precinct,12,,924519757,3816028,Black,Male,No,14,3820000000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Dec-17
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,Hobble,Takedown (IV),,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,Needle / Spit / Bodily Fluids,,967940,North Precinct,12,Pepper spray,12555768,607350,White,Female,No,23,13163118,Aggressive,Active,Aggressive,Active,Null,Null,Null,Null,Dispatched,,,,1,1,Jan-21
,II,Arrest-Felony,Sunday,,,,Resisted HC,Strikes/kicks,,,,,,,-,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),571001,Central Precinct,2,,618519984,268548,White,Male,Yes,34,269000000000000,Active,Aggressive,,,,,,,Self-Initiated,,Yes,,1,1,Dec-17
,II,Arrest-Felony,Sunday,,,,Strikes/kicks,Strikes/kicks,Strikes/kicks,Resisted HC,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),1102751,East Precinct,6,,94536368,559267,Hispanic,Male,No,26,95095635,Aggressive,Aggressive,Aggressive,Active,,,,,Self-Initiated,,,,1,1,Mar-19
,II,Arrest-Felony,Sunday,,,,Takedown (II and III),Control Against Resistance,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Control Against Resistance,,0000-0559,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),269171,East Precinct,2,,94536368,559267,Hispanic,Male,No,26,95095635,Active,Active,Aggressive,Aggressive,Aggressive,Aggressive,Active,,Self-Initiated,,,,1,1,Mar-19
,II,Arrest-Felony,Sunday,,,,Takedown (II and III),Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,Needle / Spit / Bodily Fluids,,967940,North Precinct,12,Pepper spray,12555768,607350,White,Female,No,23,13163118,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Dispatched,,,,1,1,Jan-21
,II,Arrest-Felony,Sunday,Firearm,,,CEW,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,776021,East Precinct,3,,854529696,362960,White,Male,No,43,855000000000000,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Nov-18
,II,Arrest-Felony,Sunday,Firearm,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,756219,East Precinct,19,,854529696,362960,White,Male,No,43,855000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Nov-18
,II,Arrest-Felony,Sunday,Firearm,,,K9,,,,,,,,0000-0559,Subject Stop,PERSON CONTACT (86),,,,,903731,K9,8,,354549031,244202,Black,Male,No,38,354793233,Active,,,,,,,,Self-Initiated,,,,1,1,Nov-20
,II,Arrest-Felony,Sunday,Firearm,,,K9,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,,,772720,K9,15,,550526743,247689,Black,Male,No,32,551000000000000,Active,,,,,,,,Self-Initiated,,,,1,1,Apr-18
,II,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,,,,1090651,East Precinct,8,,854529696,362960,White,Male,No,43,855000000000000,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Nov-18
,II,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,1053550,Central Precinct,17,,854529696,362960,White,Male,No,43,855000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Nov-18
,II,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,973138,East Precinct,27,,854529696,362960,White,Male,No,43,855000000000000,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Nov-18
,II,Arrest-Felony,Sunday,Firearm,,,PFA,Resisted HC,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,716808,East Precinct,27,,854529696,362960,White,Male,No,43,855000000000000,Aggressive,Active,,,,,,,Dispatched,Yes,,,1,1,Nov-18
,II,Arrest-Felony,Sunday,Firearm,,,Resisted HC,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,651810,East Precinct,15,,854529696,362960,White,Male,No,43,855000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Nov-18
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),774418,East Precinct,23,,821519496,255146,Hispanic,Female,No,37,255000000000000,Aggressive,,,,,,,,Dispatched,,,,1,1,Nov-17
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),341081,East Precinct,1,,67519648,1633357,Hispanic,Female,No,18,163000000000000,Active,,,,,,,,Dispatched,,,,1,1,Dec-17
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,CEW,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),949741,North Precinct,6,,107536618,529706,White,Male,Yes,23,108066324,Aggressive,Aggressive,,,,,,,Self-Initiated,,Yes,,1,1,Mar-19
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Takedown,Resisted HC,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),341081,East Precinct,1,,67519648,612835,Hispanic,Male,No,18,61300000000000,Active,Active,Active,,,,,,Dispatched,,,,1,1,Dec-17
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Takedown,Resisted HC,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,Needle / Spit / Bodily Fluids,,713409,East Precinct,16,,67519648,612835,Hispanic,Male,No,18,61300000000000,Active,Active,Active,,,,,,Dispatched,,,,1,1,Dec-17
,II,Arrest-Misdemeanor,Sunday,,,,K9,,,,,,,,0000-0559,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,,No weapon (unarmed),903731,TOD,8,,700548764,554467,Black,Male,Yes,26,701103231,Active,,,,,,,,Dispatched,,,,1,1,Oct-20
,II,Arrest-Misdemeanor,Sunday,,,,K9,,,,,,,,0000-0559,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,,,916531,TOD,10,,626546134,603489,Black,Male,No,22,627149623,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Feb-20
,II,Arrest-Misdemeanor,Sunday,,,,Less Lethal,,,,,,,,1800-2359,Robbery,ROBBERY - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,,,196561,Central Precinct,7,,67547128,465560,White,Female,Yes,34,68012688,Aggressive,,,,,,,,Dispatched,,,,1,1,May-20
,II,Arrest-Misdemeanor,Sunday,,,,Less Lethal,,,,,,,,-,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,,,468691,Central Precinct,6,,383519981,3801401,White,Male,Yes,29,3800000000000000,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Dec-17
,II,Arrest-Misdemeanor,Sunday,,,,Less Lethal,Less Lethal,Less Lethal,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,,,1044050,Central Precinct,11,,230526410,521766,White,Male,Yes,24,522000000000000,Active,Active,Active,,,,,,Dispatched,,Yes,,1,1,Mar-18
,II,Arrest-Misdemeanor,Sunday,,,,PFA,,,,,,,,-,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,,,750920,Central Precinct,0,,383519981,3801401,White,Male,Yes,29,3800000000000000,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Dec-17
,II,Arrest-Misdemeanor,Sunday,,,,Resisted HC,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1090651,East Precinct,7,,67519648,1633357,Hispanic,Female,No,18,163000000000000,Active,,,,,,,,Dispatched,,,,1,1,Dec-17
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),950240,East Precinct,11,,67519648,1633357,Hispanic,Female,No,18,163000000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Dec-17
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,Needle / Spit / Bodily Fluids,,990539,East Precinct,16,,67519648,612835,Hispanic,Male,No,18,61300000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Dec-17
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,Control Against Resistance,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),836731,East Precinct,2,,821519496,2027695,Hispanic,Male,No,15,2030000000000000,Active,Active,Active,,,,,,Dispatched,,,,1,1,Nov-17
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,Control Against Resistance,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),551100,East Precinct,12,,821519496,2027695,Hispanic,Male,No,15,2030000000000000,Active,Active,Active,,,,,,Dispatched,,,,1,1,Nov-17
,II,Arrest-Misdemeanor,Sunday,,,,Takedown (II and III),Control Against Resistance,,,,,,,0000-0559,Subject Stop,PERSON CONTACT (86),,,,No weapon (unarmed),1102751,Central Precinct,5,,324527351,3852293,Hispanic,Male,No,25,3250000000000000,Aggressive,Active,,,,,,,Self-Initiated,Yes,,,1,1,May-18
,II,Arrest-Other Agency,Sunday,,,,K9,K9,,,,,,,0000-0559,Assist,ASSIST - CITIZEN OR AGENCY,,,,No weapon (unarmed),916531,TOD,9,,440528932,1262822,White,Male,Unknown,52,4410000000000000,Active,Active,,,,,,,Self-Initiated,,,,1,1,Sep-18
,II,Arrest-Warrant,Sunday,,,,CEW,CEW,,,,,,,1800-2359,Area/Premise Check,PREMISE CHECK,,,,No weapon (unarmed),836731,East Precinct,4,,791546955,352193,Hispanic,Male,Yes,30,791899148,Aggressive,Active,,,,,,,Dispatched,,Yes,,1,1,Apr-20
,II,Arrest-Warrant,Sunday,,,,Control Against Resistance,CEW,Takedown (II and III),CEW,CEW,Resisted HC,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,,No weapon (unarmed),1049550,North Precinct,18,,734548625,399605,White,Male,Yes,31,734948230,Active,Aggressive,Active,Aggressive,Aggressive,Active,,,Dispatched,,,,1,1,Sep-20
,II,Arrest-Warrant,Sunday,,,,Impact Muni,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,,,276171,East Precinct,2,,333537411,458062,White,Male,Yes,32,333995473,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,May-19
,II,Arrest-Warrant,Sunday,,,,Less Lethal,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,751121,East Precinct,3,,595548283,576983,White,Male,No,21,596125266,Aggressive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Aug-20
,II,Arrest-Warrant,Sunday,,,,Less Lethal,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,,,915631,East Precinct,8,,333537411,458062,White,Male,Yes,32,333995473,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,May-19
,II,Arrest-Warrant,Sunday,,,,PFA,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,,,1044050,East Precinct,12,,333537411,458062,White,Male,Yes,32,333995473,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,May-19
,II,Arrest-Warrant,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,,No weapon (unarmed),945541,North Precinct,11,,734548625,399605,White,Male,Yes,31,734948230,Aggressive,,,,,,,,Dispatched,,,,1,1,Sep-20
,II,Arrest-Warrant,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Area/Premise Check,PREMISE CHECK,,,,No weapon (unarmed),1085151,East Precinct,3,,791546955,352193,Hispanic,Male,Yes,30,791899148,Active,,,,,,,,Dispatched,,Yes,,1,1,Apr-20
,II,Cite and Release,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,,,170361,North Precinct,2,,962556087,360348,White,Male,No,33,962916435,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Feb-21
,II,Cite and Release,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,,,284070,North Precinct,13,,962556087,360348,White,Male,No,33,962916435,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Feb-21
,II,Cite and Release,Sunday,,,,K9,,,,,,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,,,903731,North Precinct,8,,962556087,360348,White,Male,No,33,962916435,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Feb-21
,II,Cite and Release,Sunday,,,,Less Lethal,,,,,,,,1800-2359,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,,,,717111,East Precinct,3,,904547806,949397,White,Male,Yes,29,905497203,Aggressive,,,,,,,,Dispatched,,,,1,1,Jul-20
,II,Cite and Release,Sunday,,,,PFA,,,,,,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,,,1099247,,33,,962556087,360348,White,Male,No,33,962916435,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Feb-21
,II,Detained and Released,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),755219,East Precinct,18,,821519496,1843040,Hispanic,Female,No,18,1840000000000000,Active,,,,,,,,Dispatched,,,,1,1,Nov-17
,II,Detained and Released,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),755219,East Precinct,18,,821519496,255146,Hispanic,Female,No,37,255000000000000,Active,,,,,,,,Dispatched,,,,1,1,Nov-17
,II,Detained and Released,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),774418,East Precinct,23,,821519496,1843040,Hispanic,Female,No,18,1840000000000000,Aggressive,,,,,,,,Dispatched,,,,1,1,Nov-17
,II,Detained and Released,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),774418,East Precinct,23,,821519496,510039,Hispanic,Female,No,22,510000000000000,Active,,,,,,,,Dispatched,,,,1,1,Nov-17
,II,Detained and Released,Sunday,,,,Control Against Resistance,Resisted HC,,,,,,,0000-0559,Missing Person,MISSING - PERSON ENDANGERED,,,,No weapon (unarmed),923231,East Precinct,1,,98529768,3997000,Hispanic,Male,No,15,985000000000000,Active,Aggressive,,,,,,,Self-Initiated,,,,1,1,Dec-18
,II,Detained and Released,Sunday,,,,Control Against Resistance,Takedown (II and III),,,,,,,0000-0559,Missing Person,MISSING - PERSON ENDANGERED,,,,No weapon (unarmed),552501,East Precinct,10,,98529768,3997000,Hispanic,Male,No,15,985000000000000,Active,Aggressive,,,,,,,Self-Initiated,,,,1,1,Dec-18
,II,Detained and Released,Sunday,,,,Takedown,Resisted HC,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),755219,East Precinct,18,,821519496,2027695,Hispanic,Male,No,15,2030000000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Nov-17
,II,Release to Medical,Sunday,,,,CEW,,,,,,,,1200-1759,Behavioral Health,SUICIDE ATTEMPT OR THREAT,,Yes,,No weapon (unarmed),593300,North Precinct,11,,99538148,628742,White,Male,No,34,100166890,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Jul-19
,II,Release to Medical,Sunday,,,,CEW,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,Knife / Edged Weapon / Stabbing Instrument,,,,334481,East Precinct,16,,356525751,129358,White,Male,No,49,129000000000000,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Jan-18
,II,Release to Medical,Sunday,,,,CEW,,,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,,,750421,Central Precinct,1,,712555835,3551439,Hispanic,Male,No,28,716107274,Aggressive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Jan-21
,II,Release to Medical,Sunday,,,,CEW,CEW,,,,,,,0600-1159,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,,,365179,East Precinct,19,,801528845,464888,White,Male,Yes,29,802000000000000,Aggressive,Aggressive,,,,,,,Dispatched,,Yes,,1,1,Sep-18
,II,Release to Medical,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Assault,ASSAULT - PRIORITY,,,,No weapon (unarmed),256071,North Precinct,4,,385548211,4150864,White,Female,No,22,389699075,Active,,,,,,,,Dispatched,Yes,Yes,,1,1,Aug-20
,II,Release to Medical,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,Knife / Edged Weapon / Stabbing Instrument,,,,789020,East Precinct,13,,356525751,129358,White,Male,No,49,129000000000000,Active,,,,,,,,Dispatched,,Yes,,1,1,Jan-18
,II,Release to Medical,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,Knife / Edged Weapon / Stabbing Instrument,,,,987539,East Precinct,22,,356525751,129358,White,Male,No,49,129000000000000,Active,,,,,,,,Dispatched,,Yes,,1,1,Jan-18
,II,Release to Medical,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,,,772720,East Precinct,17,,513556223,495703,Black,Male,No,20,514051926,Active,,,,,,,,Dispatched,,Yes,,1,1,Feb-21
,II,Release to Medical,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1800-2359,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,,,572201,East Precinct,3,,513556223,495703,Black,Male,No,20,514051926,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Feb-21
,II,Release to Medical,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1800-2359,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,,,751121,East Precinct,4,,513556223,495703,Black,Male,No,20,514051926,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Feb-21
,II,Release to Medical,Sunday,,,,Control Against Resistance,Takedown (IV),,,,,,,1200-1759,Hazard,HAZARD - HAZARDOUS CONDITION,,Yes,,,981341,Central Precinct,1,,1001546307,558820,White,Male,Yes,46,1002105127,Active,Aggressive,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Feb-20
,II,Release to Medical,Sunday,,,,Less Lethal,,,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,,,819521,Central Precinct,11,,712555835,3551439,Hispanic,Male,No,28,716107274,Aggressive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Jan-21
